metric,index,values
val_acc_outer,0,"[0.76111114 0.84444445 0.90833336 0.94166666 0.95555556 0.96111113
 0.96388888 0.96388888 0.95555556 0.94166666 0.91666669 0.92777777
 0.92777777 0.88333333 0.90555555 0.87222224 0.80833334 0.89722222
 0.88333333 0.80000001 0.7972222  0.76944447 0.85555553 0.86944443
 0.78611112 0.70555556 0.72500002 0.74166667 0.75555557 0.78333336
 0.82499999 0.77777779 0.73333335 0.68611109 0.75833333 0.71944445
 0.65833336 0.68333334 0.75       0.72500002 0.72222221 0.78611112
 0.78611112 0.73333335 0.64999998 0.73888886 0.73888886 0.69722223
 0.68888891 0.75277776]"
val_acc_outer,1,"[0.78333336 0.83611113 0.8888889  0.91944444 0.94444442 0.96666664
 0.97222221 0.97222221 0.96388888 0.94722223 0.93055558 0.8888889
 0.91666669 0.86944443 0.875      0.87222224 0.7972222  0.85000002
 0.8277778  0.81388891 0.83333331 0.76666665 0.84722221 0.79166669
 0.7972222  0.76666665 0.78611112 0.75       0.78888887 0.75833333
 0.70833331 0.7361111  0.77222222 0.78333336 0.77222222 0.73888886
 0.74722224 0.71388888 0.17777778 0.60277778 0.74166667 0.77222222
 0.73888886 0.76944447 0.76666665 0.71388888 0.77222222 0.75833333
 0.81944442 0.73888886]"
val_acc_outer,2,"[0.76666665 0.85000002 0.89166665 0.91388887 0.9527778  0.95833331
 0.94166666 0.94444442 0.93611109 0.93888891 0.88055557 0.90555555
 0.86388886 0.89166665 0.71666664 0.84722221 0.76666665 0.87222224
 0.84166664 0.83333331 0.78888887 0.77499998 0.77499998 0.78611112
 0.7361111  0.72500002 0.76666665 0.69722223 0.7361111  0.69722223
 0.7638889  0.77499998 0.69722223 0.73888886 0.18055555 0.34999999
 0.50277776 0.66111112 0.69444442 0.72777778 0.79444444 0.82499999
 0.85277778 0.84722221 0.84166664 0.86388886 0.875      0.86944443
 0.78333336 0.70833331]"
val_acc_outer,3,"[0.73888886 0.81944442 0.88333333 0.92500001 0.95555556 0.94999999
 0.94444442 0.95555556 0.9527778  0.94999999 0.92777777 0.91944444
 0.85555553 0.89444447 0.88055557 0.80833334 0.87222224 0.80833334
 0.76944447 0.8277778  0.7972222  0.81666666 0.7361111  0.78055555
 0.79166669 0.72777778 0.79166669 0.80277777 0.74722224 0.80833334
 0.72777778 0.75555557 0.7361111  0.75277776 0.72500002 0.68611109
 0.6388889  0.71944445 0.08888889 0.60277778 0.72222221 0.72777778
 0.73055553 0.71944445 0.75       0.71388888 0.62777776 0.69999999
 0.7361111  0.71111113]"
val_acc_outer,4,"[0.81666666 0.84166664 0.8888889  0.91944444 0.94722223 0.94444442
 0.96944445 0.9527778  0.94166666 0.93055558 0.93333334 0.91388887
 0.90833336 0.9222222  0.86388886 0.91666669 0.91111112 0.85277778
 0.78888887 0.84444445 0.83055556 0.6722222  0.80555558 0.90833336
 0.83611113 0.83055556 0.77499998 0.78888887 0.80277777 0.78888887
 0.75277776 0.73333335 0.69722223 0.71111113 0.74722224 0.74722224
 0.69722223 0.76666665 0.72500002 0.75       0.75833333 0.72222221
 0.71111113 0.75833333 0.79444444 0.70833331 0.68611109 0.69722223
 0.6388889  0.73333335]"
val_acc_outer,5,"[0.79166669 0.87777776 0.91388887 0.9527778  0.95833331 0.95555556
 0.94999999 0.9527778  0.94722223 0.9527778  0.92777777 0.89444447
 0.89166665 0.86666667 0.85000002 0.84444445 0.85000002 0.86388886
 0.80277777 0.85277778 0.78888887 0.73333335 0.76666665 0.81388891
 0.81111109 0.74444443 0.79444444 0.72500002 0.78055555 0.73055553
 0.44166666 0.74444443 0.80000001 0.81111109 0.78333336 0.80555558
 0.7638889  0.70555556 0.78611112 0.7027778  0.74166667 0.70555556
 0.66944444 0.64722222 0.60555553 0.70833331 0.61666667 0.71111113
 0.69444442 0.64722222]"
val_acc_outer,6,"[0.74722224 0.81944442 0.89444447 0.94166666 0.9527778  0.96388888
 0.94166666 0.95833331 0.93611109 0.94722223 0.88333333 0.91111112
 0.89999998 0.91944444 0.86388886 0.84444445 0.84166664 0.78333336
 0.82222223 0.75277776 0.79444444 0.76944447 0.81111109 0.76666665
 0.68611109 0.7638889  0.7972222  0.78055555 0.77499998 0.29722223
 0.64999998 0.77777779 0.8611111  0.88611114 0.89166665 0.9222222
 0.89722222 0.85555553 0.89166665 0.875      0.86666667 0.83611113
 0.76111114 0.80555558 0.75833333 0.72222221 0.69999999 0.74166667
 0.73055553 0.76111114]"
val_acc_outer,7,"[0.72777778 0.81944442 0.86388886 0.93333334 0.9527778  0.94444442
 0.96944445 0.96388888 0.93888891 0.93888891 0.9222222  0.91944444
 0.90555555 0.89722222 0.84722221 0.89444447 0.88055557 0.85833335
 0.84444445 0.88611114 0.82499999 0.86388886 0.73055553 0.74722224
 0.83888888 0.68055558 0.83333331 0.76111114 0.75       0.77777779
 0.73055553 0.77499998 0.76944447 0.73055553 0.8277778  0.77777779
 0.71666664 0.80555558 0.74444443 0.84444445 0.73333335 0.73888886
 0.72777778 0.80277777 0.70833331 0.75833333 0.69166666 0.73333335
 0.71944445 0.075     ]"
val_acc_outer,8,"[0.74722224 0.85555553 0.89444447 0.90833336 0.94722223 0.97222221
 0.96944445 0.94999999 0.9527778  0.9222222  0.91666669 0.89444447
 0.85833335 0.90833336 0.85833335 0.87777776 0.89999998 0.80000001
 0.79444444 0.81666666 0.73055553 0.84166664 0.88055557 0.88611114
 0.82499999 0.80000001 0.80555558 0.72777778 0.65833336 0.70555556
 0.7638889  0.74722224 0.7361111  0.1388889  0.64722222 0.76111114
 0.80833334 0.75833333 0.78611112 0.77222222 0.75555557 0.79166669
 0.71388888 0.70555556 0.7638889  0.71111113 0.68611109 0.65833336
 0.74166667 0.68611109]"
val_acc_outer,9,"[0.83055556 0.86666667 0.90555555 0.93333334 0.9527778  0.96944445
 0.95833331 0.96666664 0.96111113 0.93333334 0.88333333 0.93055558
 0.91666669 0.91944444 0.86666667 0.91111112 0.84722221 0.84722221
 0.80277777 0.80555558 0.7361111  0.77777779 0.82222223 0.78055555
 0.77777779 0.75277776 0.80277777 0.74722224 0.77222222 0.78611112
 0.16944444 0.60555553 0.80000001 0.88333333 0.90277779 0.90833336
 0.91388887 0.90555555 0.875      0.85833335 0.87777776 0.86388886
 0.82222223 0.78055555 0.84722221 0.84166664 0.85277778 0.81944442
 0.83333331 0.7638889 ]"
